"","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._round_number","participant._current_page_name","participant.ip_address","participant.time_started","participant.exclude_from_data_analysis","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.player_role","player.quiz_01_a","player.quiz_01_b","player.quiz_01_c","player.quiz_01_d","player.quiz_01_e","player.quiz_01_f","player.quiz_02_a","player.quiz_02_b","player.quiz_02_c","player.quiz_02_d","player.quiz_02_e","player.ret_score","player.vcm_score","player.vcm_ge_percent","player.passive_Player_Earnings","player.stage_round_count","player.paid_round","player.paid_active_round_score","player.round_payoff","player.GE_Low_A","player.GE_Low_F","player.mpcr","player.boycott_cost","player.passive_ge_contrib","player.A1_A_mult","player.A1_F_mult","player.F1_A_mult","player.F1_F_mult","player.A3_A_mult","player.A3_F_mult","player.N1_prob","player.A_stage1","player.F_stage2","player.A_stage3","player.Nature","player.terminal_choice","player.postStage_self_individual_exchange","player.postStage_self_ge","player.postStage_op_individual_exchange","player.postStage_op_group_exchange","player.postStage_round_points","player.followup_1","player.q_birthMonth","player.q_birthYear","player.q_sex","player.q_languages","player.q_YearsInUAE","player.q_nationality","player.q_major","player.q_part2strat","player.q_part3_A1strat","player.q_part3_F1strat","player.q_part3_A3strat","player.q_part3_dynamic","player.payoff","group.id_in_subsession","subsession.round_number","session.code","session.label","session.experimenter_name","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo","vcm_mean_ge_percent"
"150",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,2,33,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,10,1997,"male","English",NA,NA,"Mechanical Engineering","I noticed that after 3 rounds, everybody just started keeping all the contributions in the individual investment. Hence, in order to not get low points because of my fellow subjects' contribution, I ended up keeping 95% with me and 5% for the group.","N/A","I always chose F2. The lowest possibility of points that I would earn would be either 26 or 33. But, I knew that A would choose A3 in more cases because then A also gets more points as compared to the probability based Nature case.","N/A",NA,75,8,10,"2huaehm1",NA,NA,NA,NA,NA,0,0.205
"151",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,2,23,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,7,1994,"female","Macedonian",NA,NA,"Engineering, Mathematics","Initially, I thought that it would be best if everyone gave as much as possible to the group exchange, that way each 1 point would turn into 1.2 points, and we all earn more. However, I soon realized that most other players are selfish, which meant that I was losing money, and decided to play it safe and go closer to the 50/50% between individual and group exchange.","I always chose A2, because there I had the opportunity (if player F agrees) to increase everyone's points, and if they disagree, we wouldn't lose anything, but could simply return back to the baseline.","I was never a Role F player.","At this point, in each of the cases I was choosing A3, since player F refused to give more, and I didn't want to pay the fee.",NA,70,4,10,"2huaehm1",NA,NA,NA,NA,NA,0,0.452
"152",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,2,23,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,23,NA,7,1997,"male","Polish",NA,NA,"Economics","I was trying to maximise my profit, assuimg that other are selfish and would not contribute that much to the group exchange. However, there were deviations from that assumption.","I compared the value of my contribution to the other participant's contribution in the previous round, in order to determine whether s/he is likely to select the option that yields either higher or lower group contribution.","I was a Role A player.","Being risk averse, I was trying to avoid the stage where the fee of -10 is determined randomly.",NA,60,6,10,"2huaehm1",NA,NA,NA,NA,NA,0,0.38
"153",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,2,16,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A4","N2","A1",5,15,15,5,23,NA,5,1998,"female","Spanish",NA,NA,"Philosophy","I would change the amount I contributed to the group exchange based on my perception of how people were inclining towards contributing less, or more.","I tended to choose A2, but this decision was primarily random","I was never the Role F player","I would usually assume that nature would take N1 and base my decisions on that",NA,60,3,10,"2huaehm1",NA,NA,NA,NA,NA,0,0.483
"154",10,"hom8zhgd","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 06:07:45,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,2,23,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,12,1994,"male","English",NA,NA,"Film and New Media","I chose the letter with more points","I chose A2 because it has more points compared to A1","I was a Role A","I chose A4 because it has more points compared to A3",NA,65,8,10,"2huaehm1",NA,NA,NA,NA,NA,0,0.252
"155",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,2,33,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,33,NA,9,1995,"male","Portuguese",NA,NA,"Economics","I stuck to contributing the minimum amount to increase my individual payoff","n/a","Always chose F2.","n/a",NA,75,1,10,"2huaehm1",NA,NA,NA,NA,NA,0,0.05
"156",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,2,33,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,33,NA,7,1993,"male","Czech",NA,NA,"Econ, Math","I got once screwed over and that decided to free ride while avoiding the risk. Thus I went with individual exchange 95%",NA,"TBH didn't see any incentive why to go F1. Chose F2 10/10.",NA,NA,80,7,10,"2huaehm1",NA,NA,NA,NA,NA,0,0.155
"157",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,2,23,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,4,1998,"male","Korean",NA,NA,"EE/Music","If everyone contributed to group exchange the net amount would be larger and there were a couple of people who contributed all and some idiots who contributed only 1. I first tried trusting others and put 19 and then got burned for it, and I would say others had similar experiences as well where they trusted and got burned. Then I moved to a 50-50 distribution and sadly I saw that I got the most points when I tried all-in to individual exchange. Sad world.","There is no disadvantage to doing A2 because A3 = A2.","nope","This part is just RNG and it's not even truly random so I just went with it when I wanted to punish the F role player",NA,65,2,10,"2huaehm1",NA,NA,NA,NA,NA,0,0.535
"158",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,2,23,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A4","N1","A1",5,15,15,5,23,NA,7,1994,"male","Japanese",NA,NA,"Computer Science","I contributed the maximum amount to the group exchange every round hoping that others will follow. They did not follow.","A2 made no sense to me. When I would eventually reach A3 and A4 I would chose A3, so would eventually return to the baseline payout.","N/A","A4 made no sense to me. Except that the F player would substantially lose their payout and that the passive players would get +3 at best case. This is very strange to me. I could not figure out under what circumstances I would chose A4.",NA,60,1,10,"2huaehm1",NA,NA,NA,NA,NA,0,0.905
"159",15,"t673xkwr","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 06:08:16,0,1,NA,NA,70,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,2,23,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N2","A1",5,15,15,5,23,NA,6,1991,"male","Chinese",NA,NA,"Economics","Looking at the response of others and adjust accordingly for group contribution","A1","Role A only","A3. Don't want to pay penalty.",NA,70,5,10,"2huaehm1",NA,NA,NA,NA,NA,0,0.405
"160",16,"eu53pcc8","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 06:08:43,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,2,33,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,33,NA,12,1992,"female","Lithuanian",NA,NA,"Chemistry","I was looking for everyone's best interest","Not applicable. I was Role F","F2 was my best choice","Not applicable",NA,75,6,10,"2huaehm1",NA,NA,NA,NA,NA,0,0.14
"161",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,1,"A",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,26.25,0.479,45,1,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.479
"162",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,1,"A",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,33.25,0.68,52.5,1,NA,NA,47.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N1","N1",5,15,5,15,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.68
"163",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,2,"F",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,41.05,0.05,52.5,1,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","N1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.05
"164",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,2,"F",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,55.75,0.095,45,1,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.095
"165",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,2,"F",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,35.25,0.213,45,1,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.213
"166",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,2,"F",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,27.55,0.05,52.5,1,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","N1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.05
"167",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,1,"A",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,48.25,0.52,45,1,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.52
"168",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,2,"F",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,32.05,0.35,45,1,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F1",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.35
"169",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,2,"F",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,42.25,0.31,45,1,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.31
"170",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,2,"F",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,23.55,0.325,52.5,1,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F1",NA,"N1","F1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.325
"171",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,2,"F",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,36.25,0.05,52.5,1,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","N1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.05
"172",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,1,"A",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,24.15,0.425,52.5,1,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","F1",5,15,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.425
"173",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,1,"A",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,37.75,0.95,52.5,1,NA,NA,47.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N1","N1",5,15,5,15,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.95
"174",14,"bwrul2jw","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.136",2017-05-21 08:16:53,0,1,NA,NA,145,1,"A",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,46.75,0.5,45,1,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A4","N2","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.5
"175",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,1,"A",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,33.65,0.389,45,1,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.389
"176",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,1,"A",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,42.25,0.41,52.5,1,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","F1",5,15,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.41
"177",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,2,"F",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,28.25,0.312,52.5,1,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F1",NA,"N1","F1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.312
"178",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,2,"F",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,27.55,0.232,45,1,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N2","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.232
"179",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,1,"A",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,37.75,0.803,52.5,1,NA,NA,47.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N1","N1",5,15,5,15,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.803
"180",20,"7cx4p2tg","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 08:17:18,0,1,NA,NA,130,1,"A",5,15,50,60,57.5,57.5,47.5,57.5,40,60,0.75,20,32.05,0.505,45,1,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,1,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.505
"181",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.479
"182",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,2,NA,NA,47.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N1","N1",5,15,5,15,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.68
"183",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,2,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","N1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.05
"184",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F1",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.095
"185",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F1",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.213
"186",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.05
"187",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.52
"188",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.35
"189",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.31
"190",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,2,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F1",NA,"N1","F1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.325
"191",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,2,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","N1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.05
"192",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,2,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","F1",5,15,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.425
"193",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,2,NA,NA,47.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N1","N1",5,15,5,15,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.95
