"","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._round_number","participant._current_page_name","participant.ip_address","participant.time_started","participant.exclude_from_data_analysis","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.ret_timer","player.user_text","player.is_correct","player.ret_final_score","player.round_payoff","player.payoff","group.id_in_subsession","subsession.round_number","session.code","session.label","session.experimenter_name","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo"
"333",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,6,120,"2mrm",1,20,1,0,1,24,"2huaehm1",NA,NA,NA,NA,NA,0
"334",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"2mrm",1,20,1,0,1,24,"2huaehm1",NA,NA,NA,NA,NA,0
"335",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,8,120,"2mrm",1,20,1,0,1,24,"2huaehm1",NA,NA,NA,NA,NA,0
"336",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"2mrm",1,20,1,0,1,24,"2huaehm1",NA,NA,NA,NA,NA,0
"337",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"2mrm",1,20,1,0,1,24,"2huaehm1",NA,NA,NA,NA,NA,0
"338",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"2mrm",1,20,1,0,1,24,"2huaehm1",NA,NA,NA,NA,NA,0
"339",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"2mrm",1,20,1,0,1,24,"2huaehm1",NA,NA,NA,NA,NA,0
"340",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"2mrm",1,20,1,0,1,24,"2huaehm1",NA,NA,NA,NA,NA,0
"341",15,"t673xkwr","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 06:08:16,0,1,NA,NA,70,15,120,"Too Late",0,20,0,0,1,24,"2huaehm1",NA,NA,NA,NA,NA,0
"342",16,"eu53pcc8","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 06:08:43,0,1,NA,NA,75,16,120,"2mrm",1,20,1,0,1,24,"2huaehm1",NA,NA,NA,NA,NA,0
"343",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,1,120,"f5UI",1,20,1,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"344",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,120,"f5UI",1,20,1,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"345",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"f5UI",1,20,1,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"346",4,"uczqnwc2","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 06:07:21,0,1,NA,NA,70,4,120,"Too Late",0,20,0,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"347",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,5,120,"f5UI",1,20,1,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"348",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,6,120,"f5UI",1,20,1,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"349",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"f5UI",1,20,1,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"350",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,8,120,"f5UI",1,20,1,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"351",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"f5UI",1,20,1,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"352",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"f5UI",1,20,1,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"353",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"f5UI",1,20,1,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"354",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"f5UI",1,20,1,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"355",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"f5UI",1,20,1,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"356",16,"eu53pcc8","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 06:08:43,0,1,NA,NA,75,16,120,"Too Late",0,20,0,0,1,25,"2huaehm1",NA,NA,NA,NA,NA,0
"357",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,1,120,"hNqN",1,20,1,0,1,26,"2huaehm1",NA,NA,NA,NA,NA,0
"358",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,120,"hNqN",1,20,1,0,1,26,"2huaehm1",NA,NA,NA,NA,NA,0
"359",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"hNqN",1,20,1,0,1,26,"2huaehm1",NA,NA,NA,NA,NA,0
"360",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,5,120,"hNqN",1,20,1,0,1,26,"2huaehm1",NA,NA,NA,NA,NA,0
"361",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,6,120,"hNqN",1,20,1,0,1,26,"2huaehm1",NA,NA,NA,NA,NA,0
"362",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"hNqN",1,20,1,0,1,26,"2huaehm1",NA,NA,NA,NA,NA,0
"363",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,8,120,"hNqN",1,20,1,0,1,26,"2huaehm1",NA,NA,NA,NA,NA,0
"364",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"hNqN",1,20,1,0,1,26,"2huaehm1",NA,NA,NA,NA,NA,0
"365",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"hNqN",1,20,1,0,1,26,"2huaehm1",NA,NA,NA,NA,NA,0
"366",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"hNqN",1,20,1,0,1,26,"2huaehm1",NA,NA,NA,NA,NA,0
"367",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"hNqN",1,20,1,0,1,26,"2huaehm1",NA,NA,NA,NA,NA,0
"368",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"hNqN",1,20,1,0,1,26,"2huaehm1",NA,NA,NA,NA,NA,0
"369",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,1,120,"boJa",1,20,1,0,1,27,"2huaehm1",NA,NA,NA,NA,NA,0
"370",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,120,"boJa",1,20,1,0,1,27,"2huaehm1",NA,NA,NA,NA,NA,0
"371",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"boJa",1,20,1,0,1,27,"2huaehm1",NA,NA,NA,NA,NA,0
"372",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,5,120,"boJa",1,20,1,0,1,27,"2huaehm1",NA,NA,NA,NA,NA,0
"373",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,6,120,"boJa",1,20,1,0,1,27,"2huaehm1",NA,NA,NA,NA,NA,0
"374",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"boJa",1,20,1,0,1,27,"2huaehm1",NA,NA,NA,NA,NA,0
"375",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,8,120,"Too Late",0,20,0,0,1,27,"2huaehm1",NA,NA,NA,NA,NA,0
"376",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"boJa",1,20,1,0,1,27,"2huaehm1",NA,NA,NA,NA,NA,0
"377",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"boJa",1,20,1,0,1,27,"2huaehm1",NA,NA,NA,NA,NA,0
"378",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"boJa",1,20,1,0,1,27,"2huaehm1",NA,NA,NA,NA,NA,0
"379",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"boJa",1,20,1,0,1,27,"2huaehm1",NA,NA,NA,NA,NA,0
"380",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"boJa",1,20,1,0,1,27,"2huaehm1",NA,NA,NA,NA,NA,0
"381",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,1,120,"2Pqv",1,20,1,0,1,28,"2huaehm1",NA,NA,NA,NA,NA,0
"382",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,120,"2Pqv",1,20,1,0,1,28,"2huaehm1",NA,NA,NA,NA,NA,0
"383",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"2Pqv",1,20,1,0,1,28,"2huaehm1",NA,NA,NA,NA,NA,0
"384",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,5,120,"2Pqv",1,20,1,0,1,28,"2huaehm1",NA,NA,NA,NA,NA,0
"385",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,6,120,"2Pqv",1,20,1,0,1,28,"2huaehm1",NA,NA,NA,NA,NA,0
"386",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"2Pqv",1,20,1,0,1,28,"2huaehm1",NA,NA,NA,NA,NA,0
"387",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"2Pqv",1,20,1,0,1,28,"2huaehm1",NA,NA,NA,NA,NA,0
"388",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"2Pqv",1,20,1,0,1,28,"2huaehm1",NA,NA,NA,NA,NA,0
"389",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"2Pqv",1,20,1,0,1,28,"2huaehm1",NA,NA,NA,NA,NA,0
"390",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"2Pqv",1,20,1,0,1,28,"2huaehm1",NA,NA,NA,NA,NA,0
"391",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"2Pqv",1,20,1,0,1,28,"2huaehm1",NA,NA,NA,NA,NA,0
"392",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,1,120,"vLuq",1,20,1,0,1,29,"2huaehm1",NA,NA,NA,NA,NA,0
"393",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,120,"vLuq",1,20,1,0,1,29,"2huaehm1",NA,NA,NA,NA,NA,0
"394",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"vLuq",1,20,1,0,1,29,"2huaehm1",NA,NA,NA,NA,NA,0
"395",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,5,120,"vLuq",1,20,1,0,1,29,"2huaehm1",NA,NA,NA,NA,NA,0
"396",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,6,120,"wLuq",0,20,0,0,1,29,"2huaehm1",NA,NA,NA,NA,NA,0
"397",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"vLuq",1,20,1,0,1,29,"2huaehm1",NA,NA,NA,NA,NA,0
"398",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"cLuq",0,20,0,0,1,29,"2huaehm1",NA,NA,NA,NA,NA,0
"399",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"vLuq",1,20,1,0,1,29,"2huaehm1",NA,NA,NA,NA,NA,0
"400",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"vLuq",1,20,1,0,1,29,"2huaehm1",NA,NA,NA,NA,NA,0
"401",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"vLuq",1,20,1,0,1,29,"2huaehm1",NA,NA,NA,NA,NA,0
"402",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"vLuq",1,20,1,0,1,29,"2huaehm1",NA,NA,NA,NA,NA,0
"403",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,1,120,"Too Late",0,20,0,0,1,30,"2huaehm1",NA,NA,NA,NA,NA,0
"404",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,120,"IYYP",1,20,1,0,1,30,"2huaehm1",NA,NA,NA,NA,NA,0
"405",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"IYYP",1,20,1,0,1,30,"2huaehm1",NA,NA,NA,NA,NA,0
"406",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,5,120,"IYYP",1,20,1,0,1,30,"2huaehm1",NA,NA,NA,NA,NA,0
"407",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,6,120,"Too Late",0,20,0,0,1,30,"2huaehm1",NA,NA,NA,NA,NA,0
"408",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"IYYP",1,20,1,0,1,30,"2huaehm1",NA,NA,NA,NA,NA,0
"409",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"IYYP",1,20,1,0,1,30,"2huaehm1",NA,NA,NA,NA,NA,0
"410",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"IYYP",1,20,1,0,1,30,"2huaehm1",NA,NA,NA,NA,NA,0
"411",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"IYYP",1,20,1,0,1,30,"2huaehm1",NA,NA,NA,NA,NA,0
"412",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"IYYP",1,20,1,0,1,30,"2huaehm1",NA,NA,NA,NA,NA,0
"413",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"IYYP",1,20,1,0,1,30,"2huaehm1",NA,NA,NA,NA,NA,0
"414",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,120,"sy20",0,20,0,0,1,31,"2huaehm1",NA,NA,NA,NA,NA,0
"415",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"sy3O",1,20,1,0,1,31,"2huaehm1",NA,NA,NA,NA,NA,0
"416",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,5,120,"Too Late",0,20,0,0,1,31,"2huaehm1",NA,NA,NA,NA,NA,0
"417",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"s3O",0,20,0,0,1,31,"2huaehm1",NA,NA,NA,NA,NA,0
"418",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"sy30",0,20,0,0,1,31,"2huaehm1",NA,NA,NA,NA,NA,0
"419",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"sy3O",1,20,1,0,1,31,"2huaehm1",NA,NA,NA,NA,NA,0
"420",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"sy3O",1,20,1,0,1,31,"2huaehm1",NA,NA,NA,NA,NA,0
"421",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"sy30",0,20,0,0,1,31,"2huaehm1",NA,NA,NA,NA,NA,0
"422",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"sy30",0,20,0,0,1,31,"2huaehm1",NA,NA,NA,NA,NA,0
"423",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,120,"Too Late",0,20,0,0,1,32,"2huaehm1",NA,NA,NA,NA,NA,0
"424",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"M9X6",1,20,1,0,1,32,"2huaehm1",NA,NA,NA,NA,NA,0
"425",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"Too Late",0,20,0,0,1,32,"2huaehm1",NA,NA,NA,NA,NA,0
"426",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"M9X6",1,20,1,0,1,32,"2huaehm1",NA,NA,NA,NA,NA,0
"427",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"M9X6",1,20,1,0,1,32,"2huaehm1",NA,NA,NA,NA,NA,0
"428",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"M9X6",1,20,1,0,1,32,"2huaehm1",NA,NA,NA,NA,NA,0
"429",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"M9X6",1,20,1,0,1,32,"2huaehm1",NA,NA,NA,NA,NA,0
"430",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"M9X6",1,20,1,0,1,32,"2huaehm1",NA,NA,NA,NA,NA,0
"431",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"qflm",1,20,1,0,1,33,"2huaehm1",NA,NA,NA,NA,NA,0
"432",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"Too Late",0,20,0,0,1,33,"2huaehm1",NA,NA,NA,NA,NA,0
"433",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"qflm",1,20,1,0,1,33,"2huaehm1",NA,NA,NA,NA,NA,0
"434",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"qflm",1,20,1,0,1,33,"2huaehm1",NA,NA,NA,NA,NA,0
"435",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"qflm",1,20,1,0,1,33,"2huaehm1",NA,NA,NA,NA,NA,0
"436",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"qflm",1,20,1,0,1,33,"2huaehm1",NA,NA,NA,NA,NA,0
"437",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"ovAU",1,20,1,0,1,34,"2huaehm1",NA,NA,NA,NA,NA,0
"438",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"ovAU",1,20,1,0,1,34,"2huaehm1",NA,NA,NA,NA,NA,0
